X(2,4); Y(2,4)
2.214410; 0.946118
2.070434; 1.297036
2.069890; 1.981566
2.873746; 0.456916
3.421746; 1.935274
3.608578; 1.240966
3.653214; 1.540956
3.545514; 0.298628
2.668942; 1.291458
3.182200; 1.066918
3.447236; 0.178876
2.116050; 0.422776
3.266148; 1.262466
3.036314; 1.867362
2.006986; 0.320716
3.100540; 0.221398
3.266834; 0.203678
2.551138; 1.336726
2.185244; 0.457588
2.826346; 0.639694
2.392862; 0.434924
2.913364; 1.078780
3.008584; 1.491582
2.410114; 0.710230
2.783042; 1.592314
3.777148; 1.262982
2.803894; 0.925902
2.718462; 0.070042
3.221074; 0.787480
2.970108; 1.228060
3.108196; 0.070650
2.482162; 0.375032
3.307032; 0.066004
2.744462; 1.492278
2.523592; 1.570808
3.164676; 1.949160
3.038436; 0.078042
3.027940; 1.079724
3.569624; 0.470758
3.789954; 1.385370
2.063072; 0.599808
2.648352; 0.866966
2.558414; 0.399518
3.969714; 1.779488
3.186998; 0.939822
2.040254; 1.327900
3.010472; 1.555120
2.735636; 1.350210
3.621126; 1.480098
2.842488; 1.177422
2.083610; 1.039868
3.126582; 0.154750
3.117910; 1.187228
2.267178; 0.687536
3.657986; 1.089836
3.105610; 0.753764
3.689644; 1.753964
2.653434; 0.248060
3.186186; 0.623148
3.060252; 0.373186
3.562972; 1.100506
3.701086; 1.606148
2.655628; 1.469426
2.956358; 0.276754
2.949524; 0.831550
3.454176; 0.065838
3.871420; 1.613464
2.220588; 0.022034
2.800692; 1.520470
3.742274; 1.491382
2.610306; 0.847886
2.245146; 1.332656
2.601850; 0.898582
2.613420; 1.788036
2.554434; 1.673672
3.193926; 1.150110
2.774180; 1.927716
2.756260; 1.429808
3.397142; 0.745322
2.739266; 1.379370
2.609578; 1.226146
3.445208; 1.513702
2.839610; 0.698500
3.535736; 0.673006
2.218970; 1.278012
2.164390; 0.829278
2.125898; 1.442240
2.161934; 1.760452
3.373526; 0.775354
2.581192; 1.927962
3.481730; 1.775120
3.078072; 0.255910
2.735540; 0.867036
2.718422; 0.132684
2.645064; 0.490392
2.544758; 1.254642
3.716540; 1.989968
2.768344; 1.588854
2.688468; 0.304080
3.294566; 1.940144
2.614796; 0.491660
3.802126; 0.740694
3.933900; 1.964060
2.501146; 1.307428
3.772118; 0.115044
2.268094; 1.253848
3.890164; 0.378870
2.542464; 1.658408
3.245908; 1.260886
2.823796; 1.890972
3.751280; 1.368556
2.178318; 0.500524
3.358524; 1.979366
3.122082; 1.079696
2.283446; 0.416648
2.052544; 0.898244
2.908308; 1.854670
2.671642; 1.874914
3.818730; 0.205494
3.182342; 0.623552
2.320538; 1.450436
3.877402; 1.243406
3.829306; 0.419866
2.901814; 0.107918
2.713456; 1.725612
3.031594; 1.497440
3.094168; 0.242616
3.030668; 1.485396
2.221982; 0.152752
3.597796; 0.505430
3.602104; 1.650342
2.436378; 1.543118
3.505012; 1.108020
3.418032; 0.356448
2.346218; 1.633078
2.980000; 0.666756
2.116218; 1.890106
3.910162; 0.978228
3.342676; 0.811978
2.118852; 0.056134
3.570294; 1.150446
3.553574; 0.664462
3.393064; 0.584244
3.182562; 0.647750
3.769700; 0.780358
3.153180; 0.404508
2.430700; 0.622262
3.947626; 1.935714
2.762988; 0.398362
2.292162; 1.109206
2.031440; 0.304866
3.775964; 1.180362
2.194974; 0.718830
2.158592; 1.537650
3.530808; 0.277444
3.593784; 1.101102
2.460594; 0.180064
2.798268; 0.886362
3.797012; 1.980830
3.534114; 0.599416
2.761190; 1.719998
3.003924; 0.224594
3.374966; 0.951552
2.160308; 0.137954
2.382618; 1.485174
2.279864; 1.446764
3.790042; 1.088532
2.627126; 1.017720
3.807364; 1.818422
2.555370; 1.338172
3.128570; 1.181860
3.471980; 1.589166
2.394628; 1.302952
3.508232; 0.191640
3.283784; 0.075050
2.791056; 1.077678
3.795050; 1.794980
3.302272; 0.202720
3.779236; 0.495286
2.340674; 0.161856
3.013164; 1.653242
3.608620; 1.835910
2.741776; 1.268450
2.853630; 0.549140
3.086874; 0.441706
2.920016; 0.215444
3.623566; 1.424700
2.837314; 0.018194
2.727654; 1.378252
3.242538; 1.044142
3.453302; 1.066298
2.121820; 0.281056
2.861278; 0.456796
2.483776; 1.673220
3.984786; 1.857154
2.867780; 0.997952
3.510398; 1.509104
2.833862; 0.252174
2.777554; 0.720198
2.801314; 0.897132
3.161904; 0.754034
2.145282; 0.785470
2.178736; 0.982596
3.836368; 0.906390
3.393552; 0.111610
3.950532; 0.846856
3.177908; 1.105056
2.160616; 0.039186
2.594556; 0.644394
2.745110; 0.579344
2.501548; 1.612890
2.610000; 1.044650
3.121994; 0.476566
3.296824; 0.932254
3.196764; 1.130842
3.829386; 0.358668
3.884878; 1.974668
2.176842; 1.096318
3.989970; 1.045914
2.002708; 1.383522
3.157524; 0.985944
3.263082; 0.335432
3.123704; 1.423700
3.407324; 0.750964
3.100798; 0.152434
3.330308; 1.602346
2.798030; 0.973012
3.679702; 0.952728
3.449580; 0.976526
3.884982; 0.646344
3.140074; 0.747074
2.037718; 0.057656
2.721742; 0.214560
3.153974; 0.711712
2.293180; 1.156682
3.127940; 1.450704
3.175330; 0.391022
3.786138; 0.299034
3.814722; 0.226166
2.082702; 1.948224
2.378600; 1.413012
2.583276; 0.209334
3.418728; 0.262978
3.162064; 0.868308
2.272208; 0.079750
2.547358; 1.412282
2.826824; 0.585076
3.469938; 0.581272
3.832340; 0.623912
2.325688; 0.125520
2.813298; 1.453628
2.608930; 1.988628
3.844652; 1.427772
3.320366; 0.692078
3.653938; 1.403070
2.640304; 1.065242
3.848786; 1.223580
3.274578; 0.300218
2.519262; 1.469346
3.168528; 0.791470
3.549096; 0.748590
2.203754; 1.408626
3.333666; 0.706396
3.989898; 0.198710
3.330310; 0.315586
3.356936; 1.176312
2.801920; 1.965866
2.197646; 0.646572
2.426342; 0.550716
2.371354; 0.080280
2.986490; 0.044362
3.145522; 1.867980
2.300646; 0.420100
2.168200; 0.819908
2.922150; 1.336728
2.644084; 0.471248
2.085318; 0.847838
2.912578; 0.451688
2.586938; 0.902476
3.683102; 0.949952
2.250766; 1.040038
2.126266; 1.052686
2.038608; 0.323912
2.731962; 0.464950
3.907332; 0.136022
3.577934; 0.893824
2.180384; 0.723458
2.761804; 1.513736
2.176262; 0.930004
3.366348; 1.098414
3.299436; 0.010432
2.602366; 1.384754
3.890974; 1.514944
2.869146; 0.477914
3.450124; 0.552250
3.427866; 0.733594
2.624992; 0.586836
3.786282; 1.696306
3.943452; 1.550948
3.193960; 1.850786
3.686970; 0.771896
2.744610; 0.900060
2.528058; 0.539118
2.413796; 0.704320
3.469124; 0.812848
2.835438; 0.768560
2.823282; 1.437804
3.186020; 1.746960
3.985452; 0.055166
3.257578; 0.468280
2.607416; 0.685446
3.201876; 0.265114
2.304986; 0.020862
3.961420; 0.248440
3.571810; 1.155380
2.099226; 1.258782
3.927276; 1.876540
2.158842; 0.455334
2.415658; 1.605342
2.192360; 0.917486
2.418190; 1.027798
3.686048; 0.274176
3.498308; 1.904772
2.021138; 0.516464
3.959938; 0.311420
2.984746; 1.600060
2.996866; 1.219326
3.865174; 0.334558
3.240188; 0.859298
2.582998; 1.844702
2.014678; 1.714928
3.103484; 0.974660
2.624172; 0.295030
2.462698; 1.039830
3.900372; 1.687762
2.990022; 1.351268
3.748266; 1.708774
3.625444; 1.246574
3.613546; 0.679286
3.763038; 1.573484
2.990708; 1.780488
2.206248; 1.020278
2.032518; 1.104126
3.354836; 1.272706
3.963424; 0.970538
3.117410; 1.010808
2.685466; 1.253598
3.985468; 1.309638
3.548630; 1.480870
3.382174; 0.481706
2.201338; 1.404900
3.832974; 1.949604
3.113674; 0.491124
3.196178; 0.727220
3.170410; 1.991920
3.333408; 1.193822
2.805114; 1.539658
3.246806; 0.837632
2.643784; 0.601642
3.143044; 0.607210
2.604886; 1.293158
2.650722; 0.323056
2.546756; 1.668894
2.665400; 1.128090
3.149764; 0.047574
3.609798; 1.351102
2.485178; 1.442772
3.300706; 1.598852
3.933896; 1.529588
2.326072; 0.137012
2.554214; 0.692184
3.330834; 1.359328
2.231842; 0.577640
2.196960; 1.908332
2.211988; 0.372708
3.548246; 0.816874
3.665866; 0.198968
2.172634; 0.212624
3.867862; 0.838034
2.373418; 0.050330
3.918312; 1.983216
2.434138; 0.403490
3.425990; 1.734844
2.002342; 0.392590
2.297138; 1.361118
2.529602; 0.851352
2.053304; 0.893142
2.210680; 1.317850
2.503486; 1.440344
3.226182; 1.748178
3.813054; 1.807132
3.597756; 0.511624
2.006100; 1.770392
2.724248; 0.906666
2.608426; 0.130372
2.956998; 0.526740
2.113588; 1.391136
2.930230; 0.572282
2.158684; 1.965278
2.964874; 1.488526
3.326396; 0.527180
2.339878; 0.412404
2.453026; 1.583262
3.730256; 0.956514
3.023608; 1.989142
2.704692; 1.869366
3.796276; 0.302450
2.380990; 0.835080
2.072842; 0.137944
2.774452; 0.681268
2.268316; 1.731450
2.240712; 0.381904
2.155290; 1.170944
3.986892; 1.346678
3.136222; 0.951766
2.835206; 1.495322
2.511650; 1.175084
2.940432; 0.964678
2.758348; 0.670688
3.921192; 0.814660
3.692534; 1.658588
2.684026; 0.521514
3.961038; 0.097720
2.389300; 1.066584
2.235664; 1.163752
2.780558; 0.503980
3.927906; 1.021270
3.918590; 0.083196
2.192214; 1.905482
3.429874; 0.361140
3.889952; 0.265080
2.889168; 0.401602
3.440166; 1.829600
2.398984; 1.231218
3.532992; 1.352880
2.045878; 1.225526
3.011470; 1.762608
2.779746; 0.005212
3.860328; 1.169046
2.104502; 1.128698
3.365502; 0.885060
3.632678; 1.293408
3.906330; 0.583972
3.376604; 1.131250
3.522158; 1.839182
2.525094; 0.444814
3.136968; 1.414262
3.879122; 1.609838
3.243862; 0.278106
2.841056; 0.776854
3.630988; 1.919638
3.035086; 1.675162
3.682246; 0.847536
3.680374; 0.575278
3.049286; 1.784876
3.703976; 0.414788
3.702640; 0.369360
3.708196; 1.608972
3.986036; 0.117504
3.772926; 1.508196
2.989390; 0.298020
3.953010; 0.126358
3.712284; 1.832132
3.736196; 1.988850
3.142944; 1.609956
2.765706; 0.773932
3.529594; 0.833496
2.449094; 0.244544
3.681032; 1.162172
2.819824; 0.730318
3.979754; 0.523800
3.145106; 1.682394
3.925864; 1.886006
2.324070; 1.911902
3.036214; 0.096996
3.420098; 1.058308
3.427722; 0.405812
3.184668; 1.140006
3.270650; 1.953568
3.128856; 0.413594
3.563526; 0.927266
2.220230; 1.093120
3.760762; 1.702028
2.370370; 1.441794
2.864200; 1.190194
3.204816; 1.876658
2.746698; 1.382626
2.591758; 1.705268
3.268632; 0.915828
3.617170; 1.337550
2.045530; 0.069972
2.395860; 1.473252
2.475784; 0.613232
2.613258; 0.779138
3.599504; 0.774818
3.192732; 1.163030
2.734790; 0.445666
3.288856; 0.495552
2.147694; 1.659226
2.970052; 0.044600
3.882124; 1.207572
3.921258; 1.661526
2.590200; 0.513016
3.366794; 1.858832
2.461550; 0.983964
2.229088; 0.507080
2.086640; 1.657652
3.013036; 1.595130
3.303588; 0.658998
2.374268; 0.903092
3.433816; 0.599706
2.066124; 0.168606
3.045372; 0.387684
3.696864; 1.193068
3.079614; 1.699620
3.237668; 0.961738
2.907192; 0.191630
3.655968; 1.497392
2.704648; 1.022764
2.388930; 0.198902
3.039432; 1.650722
3.738686; 1.126074
3.308374; 0.751722
2.721204; 0.611962
3.410720; 0.128176
2.547758; 1.877240
2.727882; 1.646586
2.045848; 1.773256
2.034270; 0.775416
2.966324; 1.113884
3.507740; 0.203992
3.108326; 0.414932
2.395622; 1.797000
2.945030; 0.132974
3.852468; 0.366664
3.364580; 0.891900
2.017386; 1.103266
3.050678; 1.325760
3.854988; 0.804586
2.970426; 1.265708
2.932764; 0.550888
3.142950; 1.660646
2.197476; 0.221502
3.433902; 0.231746
2.029622; 1.432930
2.378336; 1.537362
2.669626; 0.519366
2.984998; 0.097954
3.349070; 1.930028
2.230928; 1.201538
2.296692; 0.628214
3.126144; 1.346782
3.731480; 0.176822
3.705246; 0.619174
2.014114; 0.675672
2.917586; 0.946878
3.226562; 1.093240
3.640228; 0.456742
3.314742; 0.106836
3.721192; 0.377068
3.539766; 0.099528
2.947134; 0.209394
3.651600; 1.932134
2.307348; 1.000670
2.894866; 1.570980
3.234914; 0.224264
3.231898; 0.361058
3.571046; 0.963380
3.570584; 1.276294
2.615258; 1.584698
2.984670; 1.532844
3.564280; 1.243936
2.626086; 1.204510
3.700678; 0.973532
2.344050; 1.421872
2.383306; 0.916520
2.554104; 1.330440
3.125914; 1.238408
3.262574; 0.465966
2.239080; 0.157442
3.069652; 1.473994
3.414410; 1.334254
2.867756; 0.985456
3.330338; 0.438340
3.294454; 1.945596
2.023040; 0.279126
3.478442; 1.587320
2.555766; 1.137232
3.824534; 0.256446
2.110764; 0.168584
2.711022; 0.494070
3.085106; 1.265126
2.857216; 1.243724
2.503536; 0.119790
2.742396; 1.775320
3.309936; 0.844752
2.282018; 0.724346
2.179006; 1.149774
2.742508; 1.509346
3.588114; 0.036962
2.487646; 0.643858
3.348792; 1.966088
3.263884; 1.904560
2.136024; 1.088418
3.193710; 1.279494
2.289708; 1.904732
2.806268; 0.407518
2.202562; 1.663484
2.683946; 1.738802
3.783276; 1.426342
2.546826; 0.125916
3.303798; 0.828844
3.882968; 0.515510
3.011322; 1.658180
3.057560; 1.632142
2.727846; 1.545206
2.276000; 0.076640
2.544000; 1.539884
3.013904; 0.680024
3.661008; 0.207614
3.959518; 1.950716
3.145050; 0.765788
2.358234; 0.380316
2.429272; 1.042180
2.119120; 1.245252
3.501228; 0.665946
2.403874; 1.837730
2.527496; 0.286842
2.353240; 1.538818
2.977726; 1.410800
2.203664; 1.705572
2.956008; 0.479666
2.814916; 0.532712
3.052254; 1.828820
3.212736; 0.713262
3.069138; 1.172256
3.696682; 1.246892
2.970748; 0.054916
3.627210; 1.400020
2.129802; 1.746330
3.677978; 0.663734
3.444980; 0.081852
2.501464; 1.972476
3.401398; 1.887410
2.544000; 0.379124
2.330914; 0.747664
2.084696; 1.286922
2.260034; 0.899614
2.852338; 0.344994
3.761138; 0.065076
3.058256; 0.830278
2.270036; 0.754940
2.077170; 1.240784
3.842560; 0.737084
3.673508; 1.005066
2.483414; 1.351486
3.668800; 0.961100
2.466042; 1.202970
2.933576; 1.867440
3.090380; 0.510280
3.279268; 1.421294
2.290650; 1.363966
3.740922; 1.583388
3.296284; 0.593260
3.928382; 0.090126
3.691040; 0.986640
3.953108; 1.961076
2.774284; 1.062984
3.201860; 0.616844
3.800068; 0.875370
2.654616; 1.316188
3.259560; 0.323416
2.277288; 1.725604
2.559090; 0.243568
3.593044; 0.682174
2.753850; 0.872314
2.103470; 0.077204
3.268984; 0.877096
3.660592; 1.597972
2.503060; 0.621680
3.688098; 0.194102
2.641024; 0.673912
2.155178; 1.415308
3.736896; 0.389744
3.064856; 1.536964
3.265114; 0.752176
2.853152; 0.524674
3.075594; 1.130440
2.250278; 0.667388
3.374010; 0.876028
3.349564; 1.160564
2.781046; 0.485738
2.270472; 0.050030
3.362834; 0.963768
2.680706; 0.898598
3.585448; 1.401508
3.092700; 0.226472
2.075420; 0.280584
2.674484; 1.812316
2.670328; 0.772046
3.349282; 1.935442
3.524222; 1.235138
3.492820; 1.632520
2.365580; 0.775804
2.299910; 0.772294
3.651832; 0.682178
2.965562; 0.432878
3.167916; 1.236034
3.515612; 0.530750
2.199802; 1.229022
3.429348; 0.817956
2.630530; 1.554754
2.077132; 0.705952
3.835338; 1.784322
2.518268; 0.505666
3.589072; 0.900254
3.473812; 0.145998
2.135394; 0.966632
3.778520; 1.533678
2.775140; 1.111134
2.305972; 0.426972
2.826016; 1.271534
3.892554; 1.993932
3.540272; 0.440870
3.557386; 1.740074
3.669892; 0.019438
3.590734; 0.300424
3.574192; 1.667868
2.039080; 0.442234
3.452190; 0.557348
2.947900; 1.041262
3.457604; 1.454416
3.187260; 0.625702
2.421050; 1.998484
2.159380; 0.228894
2.142322; 0.465352
2.655868; 0.968338
2.769590; 1.581126
2.962270; 0.309862
3.054702; 1.552360
3.082640; 0.724594
3.571800; 0.673376
2.057722; 1.145992
3.373948; 0.096802
3.588228; 0.826138
3.686856; 1.568832
2.900104; 0.177164
3.023250; 0.087364
2.802866; 0.477004
3.118554; 0.962246
2.705898; 0.293580
2.460302; 0.394470
3.261920; 1.229892
3.975598; 1.256894
2.572458; 0.063004
2.809256; 1.655098
2.787598; 0.381056
3.361178; 1.878026
2.559752; 0.735126
3.007532; 0.147980
2.593968; 0.694388
2.749518; 1.494072
2.871552; 1.772768
2.614142; 1.674418
3.282476; 0.765400
3.669368; 1.021078
3.058980; 0.129670
3.415550; 0.320900
3.359562; 0.423852
2.610500; 0.964724
2.486856; 1.419756
3.652528; 0.307158
2.833516; 1.013706
3.217888; 1.393268
2.781538; 0.225422
2.573954; 0.408210
3.952514; 1.323472
3.902284; 0.824068
2.128944; 1.549130
3.531190; 1.411420
2.314530; 0.233264
2.432498; 0.406214
2.362934; 0.880752
2.727116; 0.755202
3.304604; 0.370320
3.719926; 0.824164
3.790076; 1.372454
2.164028; 0.623592
3.418866; 1.381916
2.016860; 1.233108
3.607338; 0.590814
3.641318; 1.559854
2.946990; 1.543602
3.416626; 1.075934
2.125436; 1.980520
3.520058; 1.472670
2.213784; 0.985262
3.878886; 1.609424
3.866014; 1.638706
2.364626; 0.203324
2.009026; 1.117256
2.060192; 1.799102
2.489712; 0.224220
3.455398; 0.941282
3.606138; 0.504962
2.174390; 0.246180
3.095778; 1.815708
2.838738; 1.075472
2.392016; 0.255364
2.151408; 0.517452
3.268590; 1.671466
3.022828; 1.482374
2.656728; 0.901714
2.124502; 1.555448
2.540420; 0.489128
2.791476; 0.549446
3.606386; 0.851668
3.381252; 1.128802
3.075890; 0.836650
3.102788; 1.714732
3.341612; 1.277178
3.960912; 1.470094
2.125590; 0.799652
2.545568; 0.517606
2.087720; 1.729680
2.067764; 1.356310
3.401146; 0.123296
3.871390; 1.090580
3.025010; 1.995892
3.678732; 0.598134
3.517726; 0.470208
3.147580; 0.156816
2.354580; 1.561536
2.318322; 1.430470
2.398186; 1.421110
3.145202; 0.772502
2.698288; 0.138820
3.275302; 1.856582
3.971176; 1.820870
3.406894; 0.058896
3.550550; 0.507362
2.447912; 1.984400
2.630658; 0.319302
2.107684; 1.655668
3.347898; 0.819120
2.253802; 1.898328
3.289328; 0.434086
2.055144; 1.643910
3.995622; 0.373466
2.107084; 1.426512
2.827280; 0.284992
3.231718; 0.558272
3.456516; 0.507020
2.414856; 1.427692
3.360594; 1.821750
3.486588; 1.943848
2.329112; 1.934500
3.928250; 0.959770
3.286506; 1.068638
3.648142; 1.667110
3.887760; 0.934648
3.565438; 0.209792
3.368734; 0.653288
2.886406; 0.397060
2.059458; 0.993492
3.823572; 0.886740
2.311188; 1.055290
2.477716; 1.767704
2.595016; 0.892572
3.195396; 1.955610
3.747026; 1.714688
3.899460; 1.108842
2.681894; 0.860414
3.101316; 1.968400
2.961756; 0.749458
2.668214; 0.849516
3.684106; 1.266358
2.092014; 0.085544
2.952350; 0.978420
2.482604; 1.011808
3.004616; 1.338880
2.931252; 1.315804
2.394172; 1.408970
2.116212; 0.021892
3.334246; 1.311608
3.977502; 1.081274
2.059002; 0.909666
3.222820; 0.740896
2.802784; 0.324138
3.742000; 1.764542
2.106300; 0.410216
3.646762; 0.823112
3.676574; 1.738776
2.908656; 0.628924
3.749902; 0.423966
2.673436; 0.754518
3.762846; 1.604690
3.103028; 1.189722
2.046364; 0.251944
3.211614; 0.413314
2.596258; 0.221822
3.494588; 0.655260
3.131488; 1.750114
3.396156; 1.934274
2.074252; 1.138156
2.731520; 1.213256
3.548372; 0.378282
2.036368; 0.257650
3.149764; 1.977730
3.919278; 0.899666
2.401696; 0.592716
2.686888; 1.197246
3.230110; 0.822620
2.386970; 0.309178
3.074566; 0.631288
2.722492; 1.670824
2.853110; 1.249786
2.326084; 1.984600
2.999900; 1.722240
2.951578; 0.106856
3.893100; 1.683098
3.320112; 1.441474
3.094084; 1.356482
2.731828; 0.243848
2.366916; 0.651108
2.176218; 1.801316
2.276528; 0.863108
2.998562; 1.506638
2.718432; 0.418236
2.848520; 1.792998
3.049526; 1.571012
2.496526; 1.902636
2.820798; 0.822610
2.919940; 0.853402
3.577554; 0.904222
2.960258; 1.470656
3.620024; 0.280372
3.944834; 0.714110
2.669558; 1.709366
2.957958; 0.069178
2.360474; 1.134178
3.870494; 1.669706
3.029990; 1.901760
2.209048; 1.748422
2.319998; 1.057568
3.541422; 0.402228
3.661286; 1.070652
3.337568; 0.482084
3.893264; 1.290214
2.368192; 0.503522
2.194436; 1.328450
3.006882; 1.814462
2.641526; 1.984420
2.528572; 0.343788
3.693788; 0.519234
3.445670; 1.086966
2.686116; 1.316164
2.756674; 1.716106
2.250630; 1.998426
2.497234; 0.570628
3.055996; 1.071360
2.005560; 0.717282
2.142012; 1.343128
2.232070; 0.035276
3.666046; 0.600262
3.571504; 1.860484
2.961418; 1.611090
2.707650; 0.635648
3.595512; 0.268926
2.012142; 0.322004
2.788160; 1.457812
3.408970; 0.506982
2.773978; 1.198348
2.223088; 0.057312
3.196776; 0.720322
2.627940; 1.285476
3.791682; 1.666204
2.002758; 1.933696
2.042036; 1.267532
3.001676; 1.708084
2.900500; 1.605884
3.568568; 1.861918
3.216976; 1.308922
3.530270; 1.845192
3.577848; 1.542412
