X; Y
0.688135; 0.168933
0.980007; 0.606688
0.501827; 0.323723
0.549918; 0.077480
0.604878; 0.155062
0.367019; 0.431429
0.889999; 0.338619
0.571517; 0.567871
0.460005; 0.797477
0.234087; 0.512339
0.161378; 0.827286
0.146406; 0.792814
0.150476; 0.501884
0.743696; 0.761446
0.876559; 0.448999
0.211297; 0.564694
0.617932; 0.707657
0.687734; 0.636111
0.031380; 0.237653
0.229943; 0.636258
0.909067; 0.113314
0.584040; 0.315419
0.451934; 0.155557
0.883290; 0.911939
0.953035; 0.633730
0.940630; 0.630765
0.461016; 0.603389
0.423580; 0.127844
0.105273; 0.683628
0.889290; 0.981833
0.132627; 0.616940
0.062879; 0.266911
0.324597; 0.750614
0.903022; 0.872329
0.988267; 0.132965
0.508587; 0.413686
0.246279; 0.092627
0.729105; 0.698213
0.764537; 0.128748
0.126505; 0.233924
0.762478; 0.067135
0.381041; 0.739846
0.670524; 0.804621
0.867690; 0.775798
0.004601; 0.273333
0.273983; 0.137228
0.890273; 0.336862
0.404139; 0.731222
0.603828; 0.823513
0.603551; 0.592095
0.956478; 0.628490
0.005782; 0.719110
0.237470; 0.251239
0.933675; 0.002007
0.379987; 0.060180
0.752283; 0.142465
0.643668; 0.133324
0.398663; 0.314192
0.937946; 0.266354
0.606342; 0.458899
0.539687; 0.396677
0.596128; 0.946312
0.249892; 0.516619
0.677534; 0.853720
0.340133; 0.797437
0.962168; 0.296611
0.425927; 0.967950
0.532073; 0.663397
0.735541; 0.465749
0.181756; 0.115529
0.525929; 0.934039
0.774346; 0.685949
0.067364; 0.173010
0.000142; 0.521662
0.955716; 0.122836
0.980561; 0.011755
0.035866; 0.093041
0.474419; 0.285758
0.609661; 0.151953
0.655830; 0.466146
0.949390; 0.617998
0.279109; 0.891669
0.102300; 0.811183
0.555067; 0.837842
0.276932; 0.253175
0.953371; 0.319213
0.703567; 0.244069
0.005163; 0.770931
0.417079; 0.521657
0.808945; 0.889147
0.160845; 0.305858
0.900902; 0.196711
0.398900; 0.375321
0.998821; 0.524913
0.043626; 0.654652
0.991059; 0.509368
0.272650; 0.270168
0.401038; 0.374951
0.597703; 0.472457
0.212793; 0.390987
0.241984; 0.682516
0.710201; 0.945551
0.926585; 0.231716
0.232834; 0.860017
0.269725; 0.558131
0.265516; 0.430570
0.863990; 0.166419
0.143634; 0.779242
0.058092; 0.142455
0.304155; 0.618071
0.313459; 0.811566
0.127439; 0.586110
0.598086; 0.044829
0.477413; 0.712142
0.033638; 0.206558
0.103129; 0.275623
0.889074; 0.329682
0.737526; 0.332011
0.077750; 0.970361
0.708380; 0.347475
0.528492; 0.973897
0.294398; 0.392482
0.656668; 0.438032
0.688076; 0.714760
0.096839; 0.508583
0.849183; 0.410299
0.320149; 0.976623
0.996409; 0.434588
0.537804; 0.473822
0.146730; 0.571443
0.196732; 0.766211
0.363418; 0.085806
0.095894; 0.100944
0.934169; 0.173644
0.071305; 0.642550
0.037472; 0.116150
0.132799; 0.331870
0.024984; 0.789467
0.769902; 0.713061
0.020579; 0.866741
0.221644; 0.869763
0.793392; 0.058146
0.362738; 0.306153
0.009086; 0.416894
0.779975; 0.155816
0.504689; 0.976707
0.438379; 0.868107
0.578865; 0.534273
0.485404; 0.029387
0.224270; 0.073061
0.188289; 0.261742
0.189211; 0.321088
0.109964; 0.214196
0.626907; 0.879866
0.927257; 0.647486
0.262959; 0.665253
0.033601; 0.056352
0.723399; 0.396339
0.362505; 0.732485
0.813234; 0.658833
0.404653; 0.834275
0.151892; 0.359385
0.702383; 0.247110
0.893658; 0.704139
0.792849; 0.634280
0.777200; 0.981138
0.412374; 0.966412
0.302226; 0.522338
0.696960; 0.929133
0.918556; 0.140569
0.092971; 0.181516
0.805822; 0.126573
0.754220; 0.045574
0.039264; 0.633077
0.294411; 0.368850
0.808262; 0.215417
0.203126; 0.476507
0.574802; 0.421861
0.239969; 0.984812
0.126000; 0.032818
0.619093; 0.903200
0.013956; 0.547819
0.869612; 0.832534
0.070158; 0.082924
0.761667; 0.988714
0.223493; 0.370990
0.686582; 0.029316
0.497563; 0.957154
0.591242; 0.536828
0.106584; 0.885653
0.905678; 0.914846
0.101070; 0.625156
0.907705; 0.675872
0.047017; 0.147674
0.177037; 0.173017
0.180492; 0.796130
0.076218; 0.194448
0.860301; 0.462182
0.026982; 0.930459
0.545107; 0.305001
0.435526; 0.284952
0.675992; 0.638460
0.314268; 0.689907
0.595615; 0.421862
0.743087; 0.218551
0.307516; 0.165118
0.133397; 0.924938
0.790274; 0.557455
0.117163; 0.837292
0.705129; 0.294200
0.526661; 0.885622
0.606682; 0.119231
0.596422; 0.466983
0.097766; 0.139757
0.913795; 0.642873
0.961110; 0.349321
0.444177; 0.153454
0.504133; 0.274798
0.843362; 0.616100
0.696660; 0.102801
0.834651; 0.004176
0.267919; 0.968049
0.445467; 0.058194
0.525504; 0.562630
0.411838; 0.746985
0.856830; 0.454851
0.148959; 0.463512
0.574083; 0.745382
0.446847; 0.671849
0.401491; 0.360642
0.831074; 0.362601
0.226315; 0.275251
0.032408; 0.730449
0.550049; 0.392122
0.346549; 0.246710
0.494923; 0.181201
0.767238; 0.762843
0.665602; 0.212705
0.337389; 0.191106
0.291687; 0.265579
0.454443; 0.664869
0.720430; 0.603403
0.644733; 0.810865
0.348785; 0.091581
0.482714; 0.266628
0.452223; 0.830140
0.145581; 0.678539
0.105392; 0.177989
0.408988; 0.171793
0.086463; 0.755537
0.418503; 0.581387
0.453090; 0.702094
0.860582; 0.118692
0.431151; 0.714323
0.826150; 0.722839
0.979902; 0.280594
0.904060; 0.216684
0.883997; 0.548794
0.543902; 0.749134
0.640375; 0.542968
0.015762; 0.092598
0.373109; 0.677695
0.287489; 0.994853
0.855685; 0.696477
0.166646; 0.942148
0.968367; 0.101502
0.039887; 0.421457
0.803596; 0.900469
0.540150; 0.751099
0.131144; 0.366300
0.473938; 0.111046
0.646894; 0.377999
0.844083; 0.047243
0.926793; 0.387985
0.796377; 0.083520
0.930953; 0.328491
0.176118; 0.820414
0.006187; 0.463608
0.815267; 0.378224
0.676437; 0.981914
0.836724; 0.161156
0.083416; 0.392964
0.582614; 0.403364
0.809785; 0.639116
0.154463; 0.940930
0.521768; 0.144754
0.568328; 0.685015
0.522753; 0.412411
0.732258; 0.965898
0.316748; 0.044988
0.565770; 0.764054
0.373479; 0.741888
0.584468; 0.896018
0.721848; 0.399736
0.790594; 0.914638
0.898002; 0.627319
0.075794; 0.981418
0.536635; 0.174760
0.901134; 0.346420
0.813876; 0.055597
0.287350; 0.335645
0.200351; 0.855679
0.020660; 0.239456
0.784442; 0.269270
0.721706; 0.101191
0.314258; 0.287476
0.381597; 0.204090
0.545717; 0.966065
0.100108; 0.783917
0.882153; 0.407055
0.698555; 0.780155
0.550726; 0.774350
0.277925; 0.087361
0.465462; 0.179059
0.433781; 0.279339
0.234657; 0.721132
0.131336; 0.951360
0.093163; 0.151996
0.190817; 0.877605
0.421266; 0.912523
0.495148; 0.251877
0.200000; 0.876745
0.455967; 0.262069
0.359163; 0.072427
0.045986; 0.241316
0.479482; 0.744542
0.537824; 0.030208
0.035244; 0.332101
0.117569; 0.500706
0.027513; 0.067703
0.296397; 0.778522
0.305187; 0.427733
0.729882; 0.398350
0.096081; 0.920699
0.792307; 0.517348
0.349575; 0.803808
0.285577; 0.549575
0.196905; 0.741544
0.327996; 0.556068
0.813971; 0.373982
0.313737; 0.809806
0.634876; 0.367913
0.840014; 0.186472
0.700014; 0.473936
0.203531; 0.727527
0.057991; 0.499928
0.506049; 0.363178
0.927662; 0.235932
0.277880; 0.023743
0.672983; 0.586539
0.057443; 0.022558
0.390347; 0.343020
0.088485; 0.587253
0.600916; 0.416481
0.659673; 0.931240
0.790464; 0.973410
0.741046; 0.941692
0.341323; 0.097412
0.128165; 0.557690
0.087700; 0.331696
0.801569; 0.145691
0.831624; 0.823971
0.025221; 0.275638
0.059903; 0.303101
0.815734; 0.249238
0.889641; 0.389529
0.271797; 0.796340
0.732550; 0.876634
0.899945; 0.849818
0.293116; 0.559619
0.781058; 0.599932
0.049381; 0.038456
0.541624; 0.907057
0.652221; 0.669789
0.464747; 0.739921
0.001485; 0.266316
0.401965; 0.349462
0.606639; 0.427186
0.625100; 0.666542
0.246640; 0.957186
0.432133; 0.652633
0.346716; 0.220282
0.448973; 0.595618
0.096916; 0.865271
0.445436; 0.390032
0.424890; 0.742847
0.506316; 0.474271
0.781303; 0.047941
0.381328; 0.949876
0.234082; 0.362427
0.689798; 0.235568
0.145096; 0.608115
0.101382; 0.751735
0.035301; 0.242834
0.934630; 0.798293
0.200021; 0.366763
0.450926; 0.546737
0.587045; 0.416252
0.142355; 0.683961
0.281523; 0.587791
0.590346; 0.222765
0.846990; 0.096662
0.697036; 0.628294
0.660955; 0.594717
0.094522; 0.895038
0.957144; 0.784320
0.646958; 0.102240
0.908787; 0.748340
0.853976; 0.944089
0.991174; 0.788606
0.258734; 0.707547
0.671721; 0.709661
0.254284; 0.775118
0.642265; 0.396639
0.459079; 0.923788
0.500783; 0.565777
0.146553; 0.347773
0.178792; 0.359941
0.492419; 0.839747
0.954658; 0.586942
0.734785; 0.911803
0.887614; 0.898095
0.530395; 0.796402
0.646435; 0.900723
0.256843; 0.153962
0.205681; 0.515577
0.377861; 0.877402
0.741590; 0.632146
0.652520; 0.383855
0.545137; 0.627952
0.823995; 0.045920
0.193729; 0.486900
0.910046; 0.372521
0.846842; 0.918817
0.728621; 0.317852
0.505759; 0.463406
0.229655; 0.909726
0.877854; 0.276403
0.222480; 0.040641
0.177126; 0.995675
0.194603; 0.382808
0.027604; 0.572465
0.260210; 0.769195
0.720963; 0.429083
0.669402; 0.266100
0.057035; 0.009750
0.828373; 0.767116
0.496650; 0.738419
0.655990; 0.859844
0.173588; 0.384611
0.177697; 0.679348
0.364369; 0.407352
0.105426; 0.242223
0.200107; 0.844258
0.282865; 0.377234
0.839933; 0.993820
0.760042; 0.867537
0.082637; 0.536604
0.153084; 0.803600
0.482039; 0.822487
0.586053; 0.055426
0.832237; 0.414426
0.338895; 0.845239
0.669197; 0.994885
0.705084; 0.842785
0.379496; 0.882781
0.038485; 0.260217
0.290133; 0.660263
0.502441; 0.006593
0.504521; 0.301658
0.383827; 0.344454
0.295478; 0.660221
0.728344; 0.378116
0.713177; 0.881428
0.698068; 0.195217
0.703915; 0.800473
0.250643; 0.052504
0.731251; 0.589538
0.897744; 0.400448
0.100775; 0.602828
0.759586; 0.996623
0.485609; 0.314423
0.256841; 0.292094
0.491039; 0.275634
0.298687; 0.995560
0.577292; 0.198866
0.856367; 0.872770
0.859087; 0.584711
0.767238; 0.572265
0.982491; 0.981659
0.767482; 0.202759
0.782132; 0.534477
0.255263; 0.513384
0.640368; 0.153007
0.430184; 0.741143
0.272187; 0.706122
0.737767; 0.757796
0.536898; 0.510960
0.566243; 0.027937
0.786594; 0.381282
0.539849; 0.363886
0.580149; 0.912568
0.753008; 0.439236
0.013631; 0.036599
0.011501; 0.996123
0.534610; 0.295335
0.198882; 0.316742
0.346165; 0.970497
0.346478; 0.986533
0.639857; 0.293015
0.244028; 0.912044
0.515489; 0.981795
0.186193; 0.568739
0.009107; 0.268788
0.113028; 0.795701
0.650070; 0.652878
0.675939; 0.230219
0.081798; 0.428948
0.185808; 0.095430
0.981899; 0.713661
0.607905; 0.516509
0.008997; 0.323139
0.349603; 0.871514
0.293636; 0.696082
0.858047; 0.933493
0.505449; 0.102075
0.845538; 0.537290
0.600223; 0.548083
0.106030; 0.609330
0.816871; 0.219058
0.405032; 0.466941
0.871936; 0.597323
0.697161; 0.470087
0.026271; 0.399321
0.081869; 0.524522
0.112982; 0.689774
0.041031; 0.121979
0.012913; 0.390635
0.993493; 0.822901
0.603069; 0.367892
0.756395; 0.108518
0.986320; 0.118285
0.645808; 0.586543
0.666368; 0.751838
0.195873; 0.483239
0.487249; 0.117257
0.466532; 0.875537
0.714581; 0.680045
0.345624; 0.257204
0.079366; 0.427493
0.781727; 0.192349
0.633619; 0.822758
0.830680; 0.162884
0.729745; 0.340526
0.985786; 0.332814
0.708418; 0.742181
0.957684; 0.694738
0.376818; 0.119845
0.797633; 0.043186
0.388035; 0.993507
0.042777; 0.875284
0.627116; 0.025661
0.750822; 0.858049
0.705707; 0.096446
0.631606; 0.301425
0.040292; 0.413333
0.493774; 0.673911
0.752443; 0.840807
0.836796; 0.482189
0.181333; 0.338934
0.331355; 0.889751
0.597467; 0.289040
0.100842; 0.974285
0.925237; 0.898475
0.533823; 0.313272
0.408334; 0.576600
0.188557; 0.035451
0.118613; 0.939379
0.409852; 0.824320
0.552177; 0.041458
0.642098; 0.592469
0.971143; 0.135872
0.266381; 0.723587
0.493031; 0.619529
0.722128; 0.674364
0.474815; 0.053483
0.080468; 0.072282
0.858875; 0.181310
0.046567; 0.784112
0.079785; 0.580390
0.097385; 0.004472
0.673342; 0.802294
0.556275; 0.791955
0.741673; 0.966127
0.132628; 0.293850
0.007586; 0.291078
0.402672; 0.495081
0.426950; 0.669053
0.218668; 0.919982
0.804934; 0.457148
0.110698; 0.279749
0.510632; 0.191166
0.352031; 0.885859
0.372476; 0.914950
0.186324; 0.968614
0.011692; 0.800061
0.973086; 0.685034
0.602355; 0.529361
0.993341; 0.860380
0.011840; 0.642321
0.670582; 0.535778
0.933399; 0.073254
0.030860; 0.876702
0.258659; 0.249528
0.313036; 0.063593
0.223029; 0.423734
0.859694; 0.733661
0.131253; 0.728077
0.135872; 0.503729
0.643027; 0.838548
0.988695; 0.654719
0.638609; 0.478133
0.856105; 0.757316
0.007494; 0.365799
0.617696; 0.535687
0.008120; 0.288279
0.071465; 0.457872
0.361533; 0.102325
0.850926; 0.620193
0.868206; 0.163962
0.200138; 0.091235
0.104048; 0.059833
0.341248; 0.235301
0.304262; 0.993472
0.255383; 0.947290
0.832021; 0.244078
0.118361; 0.470630
0.722212; 0.490819
0.227947; 0.246058
0.856618; 0.361995
0.781745; 0.381090
0.650274; 0.853211
0.355314; 0.528160
0.471888; 0.206240
0.148353; 0.340094
0.886554; 0.864843
0.947681; 0.990603
0.441028; 0.805281
0.225904; 0.745291
0.798754; 0.481287
0.208933; 0.630775
0.241718; 0.843646
0.617757; 0.963930
0.334465; 0.362056
0.209988; 0.707435
0.724052; 0.508086
0.604878; 0.374326
0.361297; 0.960192
0.902486; 0.349537
0.682785; 0.567191
0.689632; 0.569339
0.432035; 0.153665
0.559942; 0.389415
0.958947; 0.302199
0.134706; 0.757701
0.299838; 0.859991
0.904828; 0.541556
0.703638; 0.522585
0.021838; 0.038103
0.884642; 0.748179
0.261891; 0.608694
0.256265; 0.866769
0.499372; 0.133914
0.343313; 0.401859
0.483451; 0.542450
0.485402; 0.689435
0.111790; 0.433789
0.843101; 0.188084
0.823205; 0.802048
0.006635; 0.474263
0.076101; 0.306474
0.334255; 0.980929
0.364382; 0.037893
0.503514; 0.386221
0.592348; 0.388156
0.650752; 0.854239
0.513202; 0.907017
0.237360; 0.012575
0.557283; 0.097026
0.414434; 0.040734
0.155828; 0.416188
0.730170; 0.783970
0.849978; 0.089623
0.972055; 0.189535
0.891671; 0.495042
0.663798; 0.967772
0.801516; 0.998053
0.465053; 0.682251
0.035946; 0.968567
0.584824; 0.144647
0.873076; 0.235576
0.515238; 0.386278
0.142593; 0.268951
0.398853; 0.216228
0.882329; 0.329639
0.256962; 0.038157
0.745828; 0.503484
0.822128; 0.112158
0.593107; 0.310535
0.301693; 0.001130
0.805577; 0.965491
0.485254; 0.123446
0.963545; 0.950307
0.805697; 0.515843
0.918875; 0.390521
0.660490; 0.308303
0.626097; 0.692081
0.694581; 0.285042
0.961032; 0.093435
0.501270; 0.843361
0.939426; 0.274584
0.881518; 0.685254
0.294421; 0.703646
0.313764; 0.887528
0.530533; 0.615457
0.405011; 0.336111
0.580949; 0.406617
0.459557; 0.060846
0.356925; 0.781606
0.093041; 0.792152
0.172127; 0.269884
0.100455; 0.314576
0.961965; 0.311388
0.599618; 0.922997
0.404823; 0.617240
0.766358; 0.344250
0.408176; 0.164228
0.545856; 0.702597
0.384227; 0.859621
0.106478; 0.914760
0.991430; 0.511489
0.250871; 0.088731
0.918106; 0.226780
0.149577; 0.791383
0.008386; 0.758971
0.583535; 0.180513
0.028855; 0.200342
0.011441; 0.990820
0.511731; 0.127411
0.430169; 0.432906
0.744651; 0.712879
0.293508; 0.152828
0.877107; 0.839365
0.371777; 0.261334
0.215338; 0.478255
0.176095; 0.206768
0.989744; 0.943318
0.295500; 0.424203
0.170099; 0.961429
0.215586; 0.178485
0.720400; 0.315474
0.875351; 0.265607
0.515816; 0.886792
0.256427; 0.543899
0.014204; 0.202948
0.976806; 0.275207
0.915827; 0.270314
0.944387; 0.792935
0.626031; 0.316165
0.054269; 0.357721
0.310772; 0.746716
0.564490; 0.300517
0.690035; 0.376342
0.241072; 0.376486
0.337771; 0.456658
0.071323; 0.574524
0.288484; 0.946674
0.840131; 0.804301
0.349819; 0.612911
0.864552; 0.880375
0.815859; 0.841358
0.671934; 0.731687
0.628025; 0.616322
0.524622; 0.770408
0.448839; 0.095243
0.128130; 0.759611
0.358312; 0.692620
0.576480; 0.048347
0.585314; 0.817552
0.941185; 0.923085
0.790563; 0.012508
0.013961; 0.079047
0.475535; 0.854093
0.399700; 0.341706
0.467004; 0.264253
0.222081; 0.282863
0.621963; 0.894015
0.530902; 0.766340
0.026689; 0.055524
0.536749; 0.991880
0.667120; 0.664879
0.267844; 0.025432
0.873851; 0.844324
0.590131; 0.459165
0.178229; 0.531316
0.898602; 0.968792
0.060176; 0.912564
0.047839; 0.535711
0.283009; 0.963892
0.877417; 0.266365
0.228145; 0.615850
0.549228; 0.366460
0.509866; 0.596483
0.132801; 0.052907
0.652007; 0.669550
0.561140; 0.835479
0.850781; 0.828984
0.860911; 0.724632
0.673308; 0.451042
0.700149; 0.367889
0.498710; 0.115103
0.336681; 0.558887
0.544019; 0.900873
0.094598; 0.827028
0.864765; 0.972016
0.093393; 0.609262
0.104218; 0.158974
0.975722; 0.614084
0.755457; 0.624875
0.183344; 0.923816
0.810777; 0.744484
0.759296; 0.661558
0.573468; 0.620207
0.902542; 0.763128
0.587602; 0.602691
0.131018; 0.086312
0.234147; 0.984051
0.645199; 0.778166
0.401276; 0.739798
0.605195; 0.782393
0.228166; 0.214940
0.391655; 0.332384
0.373914; 0.883730
0.462821; 0.129371
0.024957; 0.162517
0.053188; 0.835735
0.423353; 0.328836
0.497293; 0.513173
0.949043; 0.399836
0.276301; 0.536645
0.518879; 0.923671
0.139310; 0.753026
0.424075; 0.784509
0.047545; 0.825351
0.040659; 0.652740
0.607745; 0.268825
0.867680; 0.515752
0.117562; 0.241595
0.915834; 0.096735
0.887318; 0.940792
0.259252; 0.456858
0.776527; 0.198957
0.785694; 0.790172
0.712130; 0.251090
0.706360; 0.504783
0.304087; 0.225240
0.944807; 0.443397
0.494618; 0.368882
0.227907; 0.542163
0.710585; 0.268566
0.711255; 0.834682
0.053744; 0.578936
0.866787; 0.687658
0.336883; 0.782621
0.300745; 0.740553
0.239765; 0.076349
0.713764; 0.532644
0.275306; 0.499458
0.322817; 0.987436
0.266900; 0.029177
0.492219; 0.570988
0.770769; 0.437026
0.530737; 0.781740
0.322260; 0.758644
0.323903; 0.032846
0.543563; 0.551511
0.383880; 0.113659
0.646799; 0.250667
0.317669; 0.983682
0.549641; 0.618414
0.240587; 0.305758
0.694763; 0.954351
0.838403; 0.970069
0.970162; 0.677572
0.473857; 0.237062
0.223101; 0.966076
0.324402; 0.510223
0.919455; 0.855140
0.291963; 0.241715
0.130136; 0.132218
0.790913; 0.190051
0.683729; 0.174794
0.303710; 0.330528
0.425461; 0.137731
0.830562; 0.491454
0.756145; 0.587502
0.797213; 0.967260
0.541853; 0.635616
0.453681; 0.028367
0.829540; 0.927538
0.265430; 0.052641
0.409967; 0.106184
0.562864; 0.329422
0.961324; 0.371179
0.087489; 0.091461
0.503398; 0.878403
0.281512; 0.703479
0.053197; 0.101575
0.034008; 0.995010
0.239306; 0.380922
0.486465; 0.511804
0.968424; 0.283678
0.479064; 0.026630
0.435646; 0.449098
0.054997; 0.781538
0.892988; 0.836779
0.834179; 0.302955
0.942964; 0.913396
0.148729; 0.420640
0.284575; 0.236219
0.028453; 0.304325
0.114622; 0.826318
0.007805; 0.684171
0.927893; 0.558165
0.679181; 0.683551
0.939087; 0.681998
0.711707; 0.907512
0.482028; 0.190772
0.934142; 0.917674
0.156222; 0.989139
0.215564; 0.049210
0.342271; 0.566096
0.352166; 0.285235
0.479492; 0.017247
0.222227; 0.280419
0.253466; 0.250681
0.101097; 0.884440
0.076999; 0.108902
0.568611; 0.521244
0.667067; 0.764145
0.721147; 0.122506
0.446143; 0.432855
0.030018; 0.928172
0.139979; 0.480512
0.362198; 0.296201
0.986004; 0.577763
0.345411; 0.328275
0.143859; 0.213929
0.129862; 0.139703
0.231177; 0.352089
0.936474; 0.000995
0.602770; 0.037571
0.885436; 0.196121
0.662825; 0.454047
0.717365; 0.846244
0.218192; 0.438513
0.968751; 0.664336
0.387720; 0.515121
0.108860; 0.527699
0.995634; 0.471058
0.823900; 0.497990
0.048821; 0.685663
0.826265; 0.709032
0.899593; 0.472479
0.848735; 0.647122
0.824568; 0.785210
0.648117; 0.943691
0.339133; 0.533553
0.139812; 0.001959
0.503953; 0.373530
0.848203; 0.238497
0.328395; 0.816954
0.419185; 0.716115
0.332076; 0.528045
0.760166; 0.844062
0.515456; 0.584066
0.342052; 0.080629
0.786081; 0.684669
0.789662; 0.202026
0.157148; 0.154749
0.849148; 0.498068
0.456311; 0.013618
0.441759; 0.795445
0.547171; 0.097924
0.797404; 0.567476
0.471454; 0.161959
0.322326; 0.316201
0.978914; 0.257863
0.548668; 0.827342
0.302261; 0.308834
0.671404; 0.817717
0.892900; 0.529808
0.898346; 0.678981
0.214477; 0.204360
0.881008; 0.887977
0.875462; 0.246508
0.386045; 0.331773
0.260126; 0.344157
0.127218; 0.323650
0.442081; 0.440974
0.407478; 0.429887
0.602934; 0.729804
0.262440; 0.098200
0.987668; 0.811108
0.925542; 0.289929
0.119942; 0.113298
0.623998; 0.529194
0.643106; 0.038696
0.724527; 0.857583
0.243057; 0.121887
0.261912; 0.118519
0.368396; 0.647957
0.966644; 0.144874
0.508466; 0.610215
0.468524; 0.466899
0.051189; 0.392355
0.896786; 0.170475
0.122159; 0.675578
0.268675; 0.626179
0.486686; 0.710569
0.432460; 0.122980
0.823867; 0.056458
0.652174; 0.983325
0.611507; 0.893054
0.840908; 0.854564
0.014941; 0.619172
0.489435; 0.899689
0.267130; 0.456079
0.044564; 0.775596
0.582646; 0.029440
0.758848; 0.633836
0.421795; 0.171986
0.320663; 0.060307
0.847565; 0.105691
0.686486; 0.850603
0.816260; 0.635299
0.973584; 0.156480
0.208109; 0.142110
0.139805; 0.819616
0.035164; 0.497066
0.190532; 0.050106
0.116238; 0.196319
0.949795; 0.899720
0.652399; 0.510711
0.191669; 0.235045
0.540152; 0.950517
0.385233; 0.961947
0.122503; 0.222249
0.538606; 0.970068
0.327940; 0.225093
0.820672; 0.660552
0.376744; 0.310608
0.333384; 0.584853
0.452718; 0.473190
0.404470; 0.487883
0.970256; 0.111354
0.054341; 0.602846
0.307674; 0.520488
0.502567; 0.476425
0.031200; 0.694236
0.227822; 0.087704
0.161105; 0.613056
0.566003; 0.283608
0.351657; 0.104610
0.770029; 0.679597
0.329703; 0.107053
0.856501; 0.706447
0.417661; 0.189886
0.807652; 0.386731
0.663076; 0.728474
0.390966; 0.149684
0.839829; 0.445307
0.268882; 0.147503
0.965796; 0.771449
0.623928; 0.513348
0.982037; 0.851750
0.601052; 0.659494
0.981158; 0.167055
0.459455; 0.332815
0.788017; 0.229484
0.528764; 0.634072
0.852889; 0.385266
0.856871; 0.786902
